,total_logins,time_on_platform_hours,%_assignments_completed,avg_quiz_score,dropped_out,assignments_per_login,engagement_index
537,9,8.15,100.0,59.82141761401766,0,11.11111111111111,19.525000000000002
538,9,0.93,46.17279298167399,55.106352631168846,1,5.13031033129711,11.350465496945665
539,7,4.93,81.6044649930478,61.32979127797043,0,11.657780713292542,15.5890774988413
540,7,5.61,67.92199735259702,68.23261024471469,0,9.70314247894243,15.421999558766169
541,11,8.52,70.66083478262905,51.919716949908846,0,6.423712252966277,17.530139130438176
542,11,3.47,89.44089774205078,80.03241429187999,0,8.130990703822798,18.318482957008463
543,9,5.23,59.771543226926745,62.25413408151272,0,6.641282580769638,12.333590537821125
544,10,8.08,73.35051950324497,79.6912361938042,0,7.335051950324496,15.738419917207494
545,9,2.03,91.7987557640361,68.9530389988478,0,10.199861751559567,20.138125960672685
546,11,1.57,90.59200772379756,46.09612931429473,1,8.235637065799779,17.69366795396626
547,11,3.59,45.59429631720765,35.675615081568495,1,4.144936028837059,10.030716052867943
548,13,2.78,57.7412399453103,80.97482888047789,0,4.441633841946946,13.25353999088505
549,17,5.31,67.12547276383914,51.313420938766,0,3.9485572214023024,16.405912127306525
550,7,0.99,86.27877149047649,63.542686930511614,0,12.325538784353784,19.211461915079415
551,8,7.73,64.97594374281282,55.95905976829437,1,8.121992967851602,14.950990623802136
552,10,3.99,71.65475844509757,85.13611121968887,0,7.165475844509757,16.27412640751626
553,8,2.72,95.0061837779503,63.87987934843933,0,11.875772972243787,19.62103062965838
554,13,3.31,63.22681624421265,44.295774104314205,0,4.8636012495548195,13.756136040702108
555,8,6.54,99.46317514628927,61.04277075506525,0,12.43289689328616,20.500529191048212
556,12,4.73,37.891326673283295,81.86998183690108,0,3.1576105561069414,9.603554445547216
557,9,3.26,62.14497124092956,51.94921820736533,0,6.904996804547729,14.400828540154926
558,7,2.84,42.69710995308094,41.57458239800758,0,6.09958713615442,10.756184992180158
559,7,2.94,72.33397126451607,75.95281782781701,0,10.333424466359437,16.21232854408601
560,12,5.15,85.01983243556012,50.315899100947135,0,7.084986036296677,18.528305405926687
561,11,2.66,66.77566788815129,39.50026812989776,0,6.0705152625592085,16.405944648025216
562,18,4.88,60.51139182700484,50.821410420765496,0,3.361743990389158,15.398565304500806
563,13,1.61,42.80760905456668,68.33328670097677,0,3.2928930041974374,10.569601509094447
564,17,1.85,100.0,70.80262729300202,0,5.882352941176471,20.308333333333334
565,7,3.24,69.55176272412248,70.1589816310447,1,9.935966103446068,16.79862712068708
566,11,2.82,60.957139648188345,48.82244216127799,0,5.541558149835304,16.46285660803139
567,8,1.94,100.0,77.70280540098776,0,12.5,19.323333333333334
568,13,1.25,62.95909289256632,75.254296265758,0,4.843007145582025,15.368182148761052
569,13,1.71,51.79275345133656,71.48923474339334,0,3.98405795779512,12.583792241889425
570,12,9.0,55.79438889446782,48.43030974767508,0,4.649532407872319,15.299064815744638
571,11,1.94,52.85520088832867,55.23379591306511,0,4.8050182625753335,11.965866814721444
572,11,3.42,48.67943666570979,69.22362074198898,0,4.4254033332463445,12.516572777618299
573,7,1.93,56.131269144559816,73.19190112058861,0,8.018752734937117,11.343544857426636
574,11,2.61,100.0,49.31543199192024,0,9.090909090909092,20.435
575,7,6.01,47.00354069385055,90.76294629707792,0,6.714791527692936,12.002256782308427
576,11,2.77,40.15696085373376,62.456442273784056,1,3.650632804884887,9.987826808955626
577,12,2.53,75.56058935157871,78.7578416170302,0,6.296715779298226,16.01509822526312
578,9,2.03,68.4806724187072,45.90222881338232,0,7.608963602078578,15.2517787364512
579,6,2.69,83.20081913141657,67.6309311075766,0,13.866803188569428,16.81513652190276
580,12,4.31,58.91831359552111,45.55615597885645,0,4.909859466293426,13.538052265920186
581,8,0.61,52.62973225391224,66.81673790045987,0,6.57871653173903,11.206622042318706
582,7,1.09,100.0,71.48640921253381,0,14.285714285714286,20.015
583,7,4.39,37.76620830889059,72.31862134786813,0,5.395172615555799,11.1927013848151
584,4,3.38,77.21197798525951,53.48408429280205,0,19.302994496314877,14.59866299754325
585,7,2.12,83.8060585618387,37.26439721773843,0,11.972294080262671,16.487676426973117
586,14,4.56,86.43404245029639,69.38748910576678,0,6.17386017502117,18.9990070750494
587,10,2.43,63.93237463725493,58.5713361620591,1,6.393237463725493,13.227062439542488
588,8,5.95,45.03556220419164,58.56351960647125,1,5.629445275523955,11.830927034031939
589,10,2.05,99.99028058785557,50.71814386777958,1,9.999028058785557,20.173380097975926
590,10,1.58,61.0891149326591,63.74416347213767,0,6.10891149326591,14.111519155443183
591,7,14.44,100.0,64.48036716123168,0,14.285714285714286,22.24
592,5,5.17,77.36147893142156,80.37525250557542,0,15.472295786284311,16.088579821903593
593,13,1.76,60.32151976454843,34.301707070526724,0,4.6401169049652635,13.013586627424738
594,16,2.44,77.86886094566796,44.70823940281471,1,4.866803809104248,17.551476824277994
595,9,2.05,93.0160391411584,71.44885770049696,0,10.335115460128712,19.844339856859733
596,10,0.76,71.64176500981087,31.526019074038736,0,7.164176500981087,14.733627501635146
597,10,2.56,55.24835114885097,53.70742926518747,0,5.524835114885097,12.301391858141828
598,5,3.63,34.248940117113506,100.0,1,6.849788023422701,9.146490019518918
599,6,7.88,61.51486254205443,60.384087011053815,0,10.252477090342405,15.565810423675737
600,8,3.02,86.15281161770982,75.04116346166113,1,10.769101452213727,16.695468602951635
601,10,2.27,49.793322995271225,39.32390806496209,0,4.9793322995271225,11.843887165878536
602,9,8.53,83.62324129192326,75.0513963403369,1,9.291471254658141,18.35887354865388
603,11,7.36,70.5639815144047,58.89092290706864,0,6.414907410400428,16.820663585734117
604,15,3.62,84.90990675153648,68.88996457020326,0,5.660660450102432,18.754984458589416
605,9,3.37,23.215361991862544,72.90208311892992,0,2.579484665762505,7.930893665310424
606,13,4.28,41.59329734469053,56.83295190110116,0,3.1994844111300407,9.812216224115089
607,5,2.03,60.74803334320812,71.85107490202797,0,12.149606668641624,11.796338890534686
608,11,3.27,100.0,47.739562063042186,0,9.090909090909092,21.544999999999998
609,6,1.96,54.91463677417073,65.35780553995006,1,9.152439462361789,11.979106129028457
610,15,7.52,67.4643338672266,72.35042379976403,0,4.497622257815107,15.997388977871099
611,11,1.64,100.0,56.45840616819503,0,9.090909090909092,19.273333333333333
612,6,3.82,78.57274205522519,50.10876048518486,0,13.095457009204198,16.232123675870863
613,9,3.95,87.19260188725875,57.70692316343698,0,9.688066876362083,18.190433647876457
614,9,7.93,57.15350565001144,80.90278499486485,0,6.350389516667938,13.347250941668571
615,18,2.25,93.57973481269268,78.60258152554925,0,5.198874156260704,20.471622468782112
616,8,1.9,96.62789871030115,75.96207244907256,0,12.078487338787644,18.754649785050194
617,9,4.98,80.03196495445131,87.61747015705639,0,8.892440550494591,19.168660825741885
618,11,4.54,68.28046116751155,65.09446238682438,0,6.207314651591958,14.470076861251925
619,11,10.83,81.18854509131165,67.63840627937971,0,7.380776826482878,17.66975751521861
620,6,3.67,37.486282908027015,35.10551831175158,0,6.247713818004502,10.359380484671169
621,13,7.42,91.77267801983108,51.34972011423328,0,7.059436770756236,21.198779669971845
622,6,6.89,53.01756593598847,72.67208949062552,0,8.836260989331413,11.984594322664746
623,8,1.89,64.42803612972862,78.02332382799207,0,8.053504516216078,12.886339354954771
624,12,0.87,96.35109741131748,45.60865370234527,1,8.02925811760979,19.20351623521958
625,13,2.6,91.95124500853342,63.603660818969175,0,7.073172692964109,20.425207501422236
626,8,5.8,37.57744564307503,97.39121556963968,0,4.697180705384379,10.062907607179172
627,10,8.02,51.053429553725294,63.684252403123935,0,5.10534295537253,13.512238258954214
628,9,0.05,82.80226701583625,86.67253268640067,0,9.200251890648472,15.808711169306042
629,9,1.63,35.21185068507771,70.2093255015711,0,3.912427853897523,9.640308447512952
630,13,4.28,98.38692464455026,73.4205295115649,0,7.568224972657712,21.277820774091712
631,13,5.12,72.35850153606637,51.35780579051044,0,5.5660385796974134,17.579750256011064
632,9,1.43,98.25835147583706,40.86572406010318,0,10.91759460842634,19.114725245972846
633,13,1.96,55.102262825038,75.83612010107404,0,4.238635601926,13.177043804172998
634,10,0.7,56.87656704814926,69.60656864637578,0,5.687656704814926,12.262761174691546
635,18,9.19,90.68305995443744,65.9085246057006,0,5.037947775246525,20.14550999240624
636,5,3.84,64.07254648604787,45.09341216524274,0,12.814509297209574,13.65209108100798
637,9,1.94,45.18157030365696,59.64855590977248,0,5.0201744781841064,11.853595050609494
638,5,7.1,81.22943955743514,55.749936328969454,0,16.245887911487028,17.054906592905855
639,6,3.84,38.15254442276789,57.21874159557198,0,6.358757403794648,8.498757403794649
640,12,7.93,98.84268525417588,68.42715537637802,0,8.23689043784799,20.79544754236265
641,9,8.66,73.68416885302285,75.5934384576325,0,8.187129872558096,18.224028142170475
642,10,1.44,52.20687032907718,69.29113753443664,0,5.220687032907717,13.107811721512862
643,13,7.39,92.90376113963129,67.91691823825646,0,7.146443164587022,20.88229352327188
644,12,7.21,93.2557078363774,66.70277980403772,0,7.771308986364783,20.24428463939623
645,10,4.57,70.07464818582746,62.37840304822113,0,7.007464818582745,14.607441364304577
646,11,4.83,100.0,52.540010109101694,0,9.090909090909092,22.304999999999996
647,4,3.65,100.0,65.70269108592568,0,25.0,17.941666666666666
648,6,1.2,76.46697312606696,76.20914125808311,0,12.74449552101116,14.444495521011161
649,10,1.11,91.3081220358818,63.27054666604201,0,9.13081220358818,18.5696870059803
650,2,9.43,96.1761044890033,51.19454910325025,0,48.08805224450165,19.434350748167216
651,12,3.83,47.301530956525255,47.06533353522764,1,3.9417942463771047,12.021921826087542
652,4,2.73,75.73432529112037,50.69326430118673,0,18.933581322780093,15.244054215186729
653,17,5.03,56.36328244887088,47.84399690755318,0,3.315487202874758,14.565547074811812
654,8,1.87,53.54196885951343,100.0,1,6.692746107439179,12.56866147658557
655,8,2.36,72.43213629138928,51.83406726737283,0,9.05401703642366,15.298689381898214
656,12,3.39,73.93482520905206,64.42354158857616,0,6.161235434087672,16.887470868175345
657,6,2.13,37.759807928168,63.69845285999732,0,6.293301321361334,8.148301321361334
658,8,4.7,76.87430548507433,86.19972250105226,0,9.609288185634291,16.429050914179054
659,8,3.01,64.98104411317296,71.44061113109383,0,8.12263051414662,14.16517401886216
660,11,4.67,97.9583782918353,71.36741765820481,0,8.905307117439573,19.93806304863922
661,7,4.98,93.25421187211931,67.61578498298653,0,13.322030267445616,18.539035312019887
662,11,6.99,52.87983028107618,69.12639879499658,0,4.807257298279652,13.311638380179362
663,11,2.6,96.25456742277096,69.8338273425709,0,8.750415220251906,19.309094570461827
664,13,1.41,80.71910684886952,55.588885425149634,0,6.209162065297655,15.854851141478251
665,11,7.92,65.63438027703603,51.2396072736974,0,5.966761843366911,14.092396712839339
666,13,0.64,59.75642028987343,65.87963079762561,0,4.596647714605648,13.232736714978905
667,6,15.02,47.04707202269128,56.946155376204025,0,7.841178670448547,13.34451200378188
668,16,2.03,45.64004318887297,67.76549995713661,0,2.852502699304561,13.111673864812161
669,9,3.03,33.45742120851734,48.8110178434124,0,3.7174912453908155,8.581236868086224
670,9,1.22,70.41763459042932,42.89362988271536,0,7.824181621158813,13.939605765071553
671,16,3.6,28.79890099386938,45.810146451770805,0,1.7999313121168363,8.566483498978231
672,6,2.12,52.669681779822255,63.89182623025093,0,8.778280296637043,11.631613629970374
673,14,1.25,83.13699048659305,40.76646975113687,1,5.938356463328075,18.89783174776551
674,8,1.0,99.86529643775036,94.24489628527104,0,12.483162054718795,19.144216072958393
675,15,1.75,47.03170650726943,94.28348329692992,1,3.1354471004846287,12.630284417878238
676,13,5.36,82.19215454302775,78.28239901088101,1,6.32247342638675,17.75869242383796
677,13,4.72,63.80630167447433,59.45886316488396,0,4.908177051882641,15.08771694574572
678,6,1.48,59.67587737287072,57.74597792089717,0,9.945979562145121,12.192646228811789
679,6,2.51,73.093341401489,69.44803747938151,0,12.182223566914834,16.10055690024817
680,13,6.25,56.90307294090453,73.94930774572667,1,4.377159456992656,14.69217882348409
681,10,2.59,68.3164930238693,69.44386756036208,0,6.83164930238693,15.484415503978218
682,12,8.06,71.41872076155572,45.34289908831285,0,5.951560063462977,16.746453460259286
683,11,12.71,93.21162353809342,62.15136939392976,0,8.473783958008493,20.986937256348906
684,8,1.77,97.54991808937656,72.99898632468873,0,12.19373976117207,18.886653014896094
685,11,1.96,58.029076962167,29.57692415009104,0,5.275370632924273,12.331512827027831
686,6,8.87,64.60119544757939,48.42033328232945,0,10.766865907929898,15.745199241263231
687,5,2.55,86.0842206333929,72.88804270334695,0,17.21684412667858,20.105703438898818
688,13,6.55,66.38072952178192,60.31790422839863,0,5.106209963213994,17.32178825363032
689,10,3.82,84.28659804971278,60.33314834030145,0,8.428659804971279,16.851099674952128
690,11,2.82,88.04399411608148,81.62662430123805,0,8.003999465098316,18.477332352680246
691,9,5.16,90.38369707723294,64.19283696492006,0,10.042633008581438,18.423949512872156
692,10,8.95,71.75553503042399,57.89818615158757,0,7.175553503042399,16.117589171737333
693,13,7.26,46.73042142345802,60.37139664920364,0,3.594647801804463,14.665070237243002
694,12,3.17,66.64167880664463,60.865316196109326,0,5.553473233887053,15.635279801107439
695,18,3.9,59.85431670667324,52.48189806944106,0,3.325239817037402,14.125719451112209
696,8,6.58,85.54277895973877,61.662040206773206,0,10.692847369967346,19.187129826623128
697,8,4.07,100.0,47.90146679436971,0,12.5,20.17833333333333
698,9,9.82,100.0,60.0001535406162,0,11.11111111111111,21.30333333333333
699,14,0.31,87.71050408601945,57.25866048907453,0,6.265036006144247,19.00341734766991
700,9,1.85,51.30436586625599,68.47030454824781,1,5.700485096250666,13.359060977709333
701,12,4.87,98.06309698068937,87.71786367177477,0,8.171924748390781,21.15551616344823
702,11,2.3,78.53045796644862,68.89350725877442,0,7.13913254240442,17.805076327741435
703,13,9.14,53.5044394725201,66.5472226733214,0,4.115726113270776,13.107406578753348
704,11,1.96,87.23855107193472,68.50753704283541,0,7.930777370175884,18.19975851198912
705,11,3.6,65.57902634663645,52.05777131191078,0,5.961729667876042,15.36317105777274
706,11,1.74,31.009312977252897,75.52934500639716,0,2.819028452477536,10.291552162875483
707,11,3.09,50.39424898524263,71.09602463054927,0,4.581295362294785,11.247374830873772
708,8,0.6,68.69352955441177,64.32518624713717,0,8.586691194301471,13.882254925735294
709,10,0.95,67.904809020881,70.32467305540625,0,6.790480902088101,14.642468170146834
710,4,12.26,48.70092864935976,69.91469058429473,0,12.17523216233994,11.826821441559959
711,13,3.38,85.02145439082913,69.94192621734477,0,6.540111876217626,17.900242398471523
712,9,2.48,80.39533123978455,79.9139920367599,0,8.932814582198283,16.81255520663076
713,8,1.22,41.28474760212049,53.628134964439454,0,5.160593450265061,10.417457933686748
714,5,1.42,100.0,84.66819093137124,0,20.0,20.236666666666668
715,11,11.34,45.70824033223197,40.96012593974355,0,4.155294575657452,12.341373388705328
716,11,3.54,60.84507606022054,74.92834405275562,0,5.53137055092914,14.564179343370093
717,11,7.12,77.50808195952234,67.51640477706766,1,7.046189269047486,17.93801365992039
718,5,2.06,60.90896297172639,50.55634397852048,0,12.181792594345279,13.328160495287733
719,14,10.27,99.08552862870934,80.43654578649569,0,7.0775377591935245,22.05925477145156
720,11,2.2,66.49421417744693,37.79728572245516,0,6.044928561586085,14.28236902957449
721,7,1.34,51.56563127901559,89.37834117931972,0,7.366518754145084,10.984271879835932
722,8,4.57,82.29040091350491,98.85221603787808,0,10.286300114188114,16.810066818917488
723,8,0.81,12.011795986802234,62.55199763619546,1,1.5014744983502792,3.4702993311337056
724,7,0.62,80.676380225256,49.58422465924852,0,11.52519717503657,15.216063370876
725,7,9.15,95.79849701867268,56.33394298648694,0,13.685499574096097,18.65808283644545
726,10,1.73,23.86655572526461,79.6267178168106,0,2.386655572526461,9.432759287544101
727,6,5.21,61.919946788134936,60.16437726562437,0,10.319991131355822,12.688324464689154
728,12,11.63,37.07643912565671,20.96763767850959,0,3.0897032604713925,13.117739854276119
729,9,3.45,70.26257236355406,70.7514105296322,1,7.806952484839339,14.78542872725901
730,13,5.09,100.0,78.40758216445104,0,7.6923076923076925,21.18166666666667
731,11,0.61,74.58545908253504,72.71467877377367,0,6.780496280230458,17.365909847089174
732,17,1.59,65.62806907364927,75.09983413296183,0,3.8604746513911334,15.536344845608212
733,3,10.17,13.51253422340718,89.06784419332705,0,4.50417807446906,4.94708903723453
734,8,2.49,47.87755132812994,61.82809174966246,0,5.9846939160162425,10.22792522135499
735,15,0.98,67.33962168451285,90.77488385219856,0,4.489308112300857,14.886603614085475
736,8,4.9,71.86316524694514,62.68441939691986,0,8.982895655868143,16.127194207824193
737,9,8.2,76.86230559412186,81.89977344558143,0,8.540256177124652,16.177050932353644
738,4,2.2,85.36189392366242,62.863844597609535,1,21.340473480915605,15.760315653943737
739,15,4.9,51.88663328681966,95.5745873863952,0,3.4591088857879773,13.96443888113661
740,10,6.38,70.80179724220443,74.7187638250036,0,7.080179724220443,17.030299540367405
741,18,2.86,60.07385045575352,63.55741763038552,1,3.3374361364307514,13.98897507595892
742,16,2.53,51.23312720134968,47.006259268602776,0,3.202070450084355,12.627187866891612
743,9,11.35,52.56281559303853,68.09319840233175,1,5.840312843670947,14.152135932173088
744,7,1.06,80.81736890423832,52.71084162630028,0,11.545338414891189,18.812894817373053
745,7,3.69,18.715461536703515,71.61499917057736,0,2.6736373623862164,6.400910256117252
746,11,3.06,32.898598345538865,74.8845180952306,1,2.9907816677762606,9.326433057589812
747,5,3.04,100.0,80.60541359257311,0,20.0,22.00666666666667
748,7,6.13,56.70987726460939,73.06559975768626,0,8.101411037801341,14.639979544101564
749,14,5.17,99.37728681192412,66.20086943766609,0,7.098377629423152,20.257881135320687
750,10,4.17,68.70681911881636,84.86854727289558,0,6.870681911881635,16.31280318646939
751,10,0.63,58.768536879140925,86.60701609101915,0,5.8768536879140925,13.066422813190153
752,10,1.47,83.14396565679445,49.20939240945741,1,8.314396565679445,16.768994276132407
753,10,2.7,71.61185771961263,91.43116711450956,0,7.161185771961263,17.051976286602105
754,11,3.58,66.41852015345492,83.43569238461048,0,6.03804728667772,13.999753358909153
755,4,10.08,69.12012651394934,52.20328994784232,0,17.280031628487336,16.86668775232489
756,13,3.51,77.88067009934943,36.81298738502284,1,5.990820776873033,15.731778349891572
757,7,5.92,56.2358508033748,83.0670861485774,0,8.033692971910686,13.0259751338958
758,6,3.16,60.36278970025709,68.09368456441156,0,10.060464950042848,12.587131616709513
759,13,5.58,50.44928613005038,58.16983947132721,1,3.8807143176961834,13.504881021675063
760,7,3.35,45.850886371263904,69.70889669944009,1,6.550126624466272,11.866814395210652
761,10,1.25,100.0,82.7941740684784,0,10.0,19.541666666666668
762,10,5.06,51.87495317033388,34.52634013533323,0,5.187495317033388,11.65582552838898
763,5,4.69,89.97190218880682,66.89274735880396,0,17.994380437761365,19.110317031467805
764,13,0.84,62.88341842213904,65.86105965528967,0,4.837186032472234,13.78723640368984
765,7,3.16,80.8095239203827,87.44684089058853,0,11.544217702911814,19.661587320063784
766,8,3.13,69.96166091740062,77.42799165685274,0,8.745207614675078,16.51527681956677
767,11,1.99,34.17441386147091,77.28842221554885,0,3.1067648964973555,9.860735643578485
768,13,1.18,70.57895041958558,58.34214590754576,0,5.429150032275814,14.626491736597599
769,15,3.97,82.11449921683445,75.04367645757627,0,5.474299947788963,17.347416536139075
770,6,9.43,50.90036267112235,57.722836018577866,0,8.483393778520393,12.055060445187058
771,13,5.41,100.0,63.36889455464095,0,7.6923076923076925,21.235
772,6,0.72,86.24381495337727,73.6083129435374,0,14.37396915889621,15.993969158896212
773,7,8.93,86.41938887819522,66.28073465652486,0,12.345626982599317,19.058231479699202
774,11,8.05,88.54343394402514,69.74355876531803,0,8.049403085820467,20.432238990670857
775,9,2.1,23.31922365422065,84.6956658048579,0,2.591024850468961,7.736537275703442
776,5,0.78,84.09728553628806,59.52550877302777,0,16.819457107257612,14.979547589381342
777,13,2.18,100.0,49.43600456663154,0,7.6923076923076925,20.69666666666667
778,19,2.31,85.1882754844363,51.398569056243126,0,4.483593446549279,19.249712580739384
779,11,0.84,64.74409046105795,48.13285295069862,0,5.885826405550723,15.764015076842993
780,14,3.92,47.69362538508099,89.11148826417947,1,3.406687527505785,14.435604230846833
781,6,1.65,45.76291502562997,74.81361132174813,1,7.627152504271662,10.402152504271662
782,11,1.03,43.36130165149258,81.05800360336829,0,3.941936513772053,11.731883608582097
783,7,2.65,61.99137596699205,78.36924553197375,0,8.855910852427437,12.940229327832009
784,13,9.24,48.63731535991612,62.02395520423191,1,3.7413319507627785,12.812885893319354
785,12,6.2,66.96052332291423,89.44831802889469,0,5.580043610242853,14.693420553819038
786,10,4.54,74.07877378853111,54.6364745696839,0,7.407877378853111,18.269795631421854
787,10,2.11,35.60314392304599,95.18557170809189,0,3.560314392304599,10.452190653840999
788,10,0.85,54.698204232140775,66.85568377424018,1,5.4698204232140775,10.924700705356793
789,8,1.2,58.41900547037726,91.8303449937467,0,7.302375683797157,13.269834245062876
790,5,5.94,57.85475529253128,49.2634409406758,0,11.570951058506257,14.465792548755212
791,6,1.64,70.35830155654256,58.528415315246654,0,11.726383592757093,13.499716926090427
792,9,3.66,72.49564526785288,40.95662352104063,0,8.055071696428097,16.192607544642147
793,11,4.58,61.51417440735084,80.63371749572599,0,5.592197673395531,13.849029067891808
794,8,0.67,56.55080937631576,68.79828635829733,0,7.06885117203947,11.370134896052626
795,11,3.28,69.58772948152199,95.24918635191466,0,6.326157225592908,14.977954913586998
796,12,4.3,98.84593296339948,57.74024912205094,0,8.23716108028329,19.190988827233245
797,12,10.9,40.89088126297295,85.05624766335191,0,3.4075734385810788,11.631813543828825
798,8,3.61,92.63371660501448,66.19872656761821,0,11.57921457562681,19.373952767502413
799,12,5.74,37.32671410559343,63.59316217417477,0,3.1105595087994526,11.177785684265572
800,8,2.15,77.23667820355546,60.65925297849389,1,9.654584775444432,16.564446367259244
801,13,6.78,90.99225589940356,52.322791208847406,0,6.99940429995412,19.962042649900592
802,12,0.97,43.529912947314976,70.61371877949904,0,3.6274927456095813,11.41665215788583
803,5,4.7,77.01520716220278,68.17087604508785,0,15.403041432440556,15.452534527033798
804,10,3.74,49.07500940237965,41.40975846090724,0,4.907500940237965,11.46916823372994
805,10,7.63,93.40631451203032,27.331809972721015,0,9.340631451203032,19.006052418671718
806,21,4.59,37.9983705797071,60.30505126779568,0,1.8094462180812905,11.598061763284518
807,9,2.76,52.15053829672336,82.42992901372247,0,5.794504255191485,12.151756382787227
808,8,6.75,72.6275966983673,68.33106675001913,0,9.078449587295912,16.562932783061218
809,8,4.54,84.2294757476596,45.45925539861041,0,10.52868446845745,17.128245957943268
810,12,1.34,71.85433804877738,38.39231099390637,0,5.987861504064782,15.199056341462898
811,14,2.91,79.90281296935301,82.32194491900302,0,5.707343783525215,17.135468828225502
812,14,1.19,59.01566718444087,40.20436677494112,0,4.215404798888634,12.867611197406811
813,12,4.28,48.17786867806293,76.39010439203174,0,4.014822389838577,11.742978113010487
814,5,4.64,99.2922536729284,73.53562937627191,0,19.85845073458568,19.65537561215473
815,8,9.8,79.97529706979756,89.51991536369357,0,9.996912133724695,17.29588284496626
816,8,2.86,60.24530008854204,55.56276117458057,0,7.530662511067755,12.85088334809034
817,12,2.5,36.924953298343695,79.08957995946935,0,3.077079441528641,8.57082554972395
818,12,0.74,94.46346235437493,85.99807818078651,0,7.87195519619791,18.367243725729153
819,15,2.86,95.28708731006266,44.94310731348136,0,6.3524724873375105,19.857847885010443
820,4,2.61,65.6507109392727,66.99592948070742,0,16.412677734818175,14.043451823212116
821,13,3.55,56.787744172651216,64.3942004032946,0,4.368288013280862,12.222957362108536
822,14,2.54,64.81407262548008,49.04331212824343,0,4.62957661610572,14.559012104246682
823,11,2.55,65.78424950842859,68.96464703195285,0,5.980386318948053,14.22237491807143
824,14,3.55,85.39073828989397,47.465129627469466,0,6.099338449278141,19.156789714982327
825,10,3.03,47.2428072979875,70.7324402204121,1,4.72428072979875,10.545467882997917
826,8,2.51,58.32790873792965,97.60639111576864,0,7.290988592241206,11.972984789654943
827,13,2.49,66.32663191689564,61.93649770902708,1,5.102048608991972,15.136105319482605
828,15,11.81,75.16781222000934,63.57663042963365,0,5.011187481333956,17.496302036668222
829,11,2.43,87.32758246950712,86.24762446326048,0,7.938871133591556,18.79293041158452
830,11,2.74,76.21961135986803,83.8923188813899,0,6.92905557816982,17.993268559978002
831,7,0.58,100.0,55.73531961683201,0,14.285714285714286,18.93
832,5,6.79,50.169068283814624,75.32323351250676,0,10.033813656762925,12.32651138063577
833,10,0.24,99.23271376428156,20.710555737346358,0,9.923271376428156,19.245452294046924
834,17,1.39,50.92250255535503,49.93822519231348,0,2.99544132678559,13.05208375922584
835,12,4.94,62.09393168881361,81.04821957008332,0,5.174494307401134,17.1723219481356
836,11,0.51,77.74446135836422,57.346626261507694,1,7.067678305305838,15.37574355972737
837,7,1.85,93.55740165684138,61.99502185095479,1,13.365343093834483,18.06790027614023
838,10,3.2,62.12691043176676,51.135193444839366,0,6.212691043176676,13.554485071961127
839,6,3.0,77.85029836160051,48.72910644062675,0,12.975049726933419,15.475049726933419
840,10,1.8,63.687524339866805,27.557299670354503,0,6.36875243398668,13.581254056644466
841,11,5.76,24.088699116966296,59.552742890966485,1,2.189881737906027,8.308116519494382
842,7,6.01,69.2312836530655,71.98415516042603,0,9.890183379009358,14.706880608844251
843,7,5.05,45.16941251262364,68.702754539827,0,6.452773216089091,13.036568752103939
844,5,2.21,95.42978129768257,52.51975888039431,0,19.085956259536513,19.106630216280426
845,13,3.69,95.56812587848034,43.56512393730847,0,7.351394298344642,19.70968764641339
846,10,1.99,53.28004623116875,59.39185000935114,1,5.3280046231168745,11.378341038528125
847,16,14.44,50.20609520964696,45.065474653246966,0,3.137880950602935,14.441015868274492
848,5,4.17,57.420391815903706,53.486440281707885,1,11.48407836318074,11.59839863598395
849,5,2.22,80.6478944472049,66.9365861063343,0,16.12957888944098,16.14464907453415
850,10,12.71,80.7272240527071,51.92740461379939,0,8.07272240527071,19.239537342117853
851,10,2.45,100.0,84.2947230364725,0,10.0,19.741666666666667
852,8,4.05,63.826408561989616,49.31275522124797,1,7.978301070248702,14.146068093664935
853,9,5.82,71.82739328793431,55.92828820952343,1,7.980821476437146,14.941232214655718
854,15,2.06,100.0,77.74596493433178,0,6.666666666666667,20.01
855,11,1.94,75.72682375426638,75.35636623463488,0,6.884256704933307,14.777803959044396
856,13,6.58,48.23848654571266,72.74930070191587,1,3.710652811208666,13.30308109095211
857,11,5.82,76.83931959846556,55.42927745985229,0,6.985392690769597,16.60988659974426
858,7,5.81,84.09630625783666,73.76192482188796,0,12.013758036833808,18.151051042972778
859,11,4.67,63.16609575616088,76.88096824889162,1,5.742372341469171,16.639349292693478
860,5,11.73,85.90559314631417,71.62536623579044,0,17.181118629262834,19.605932191052364
861,10,3.45,84.1258011220044,64.51455335137446,0,8.412580112200441,16.762633520334067
862,6,1.62,60.83109862357159,73.65640861905995,0,10.138516437261933,12.408516437261932
863,13,1.09,100.0,63.86337658862059,0,7.6923076923076925,21.015
864,4,2.4,54.32841389276764,71.05892253804348,0,13.58210347319191,12.121402315461273
865,16,0.04,78.74623556649442,66.11920959547511,0,4.921639722905901,16.79770592774907
866,12,8.34,57.95772167542789,42.339668737207376,0,4.829810139618991,14.049620279237983
867,11,4.47,36.14184575110525,56.24411512499127,0,3.285622341009568,9.601974291850874
868,12,1.61,77.16743956161726,96.20691157157702,0,6.4306199634681045,16.62957326026954
869,15,6.91,100.0,35.938929864579514,1,6.666666666666667,21.81833333333333
870,10,1.09,68.92317853876104,88.28355040871514,0,6.892317853876103,13.835529756460174
871,8,1.37,40.13149880238735,74.38293865550685,0,5.0164373502984185,9.75024980039789
